,Movie title,IMDB rating,Genre,Runtime,Age rating,Director
174,The Bad Batch,5.2 (30k),"Horror , Science-Fiction , Romance , Drama , Action & Adventure ",1h 58min,R,Ana Lily Amirpour 
175,Munich: The Edge of War,6.8 (27k),"Drama , History , Mystery & Thriller ",2h 9min,PG-13,Christian Schwochow 
176,Dirty Daddy: The Bob Saget Tribute,NULL,NULL,NULL,NULL,NULL
177,Kung Fu Panda 3,7.1 (154k),"Comedy , Action & Adventure , Kids & Family , Fantasy , Drama , Animation ",1h 35min,PG,Jennifer Yuh Nelson 
178,Monster,7.3 (149k),"Crime , Drama , Mystery & Thriller , Made in Europe ",1h 50min,R,Patty Jenkins 
179,Not Another Teen Movie,5.7 (104k),Comedy ,1h 29min,R,Joel Gallen 
180,Closet Monster,7.0 (8k),"Drama , Fantasy ",1h 30min,NULL,Stephen Dunn 
181,My Octopus Teacher,8.1 (52k),Documentary ,1h 24min,NULL,Philippa Ehrlich 
182,Cloudy with a Chance of Meatballs,6.9 (227k),"Comedy , Kids & Family , Animation , Fantasy , Science-Fiction , Drama , Romance ",1h 30min,PG,Phil Lord 
183,Once Upon a Time in Mexico,6.3 (161k),"Drama , Mystery & Thriller , Action & Adventure , Crime ",1h 42min,R,Robert Rodriguez 
184,The DUFF,6.4 (92k),"Comedy , Romance ",1h 40min,PG-13,Ari Sandel 
185,Begin Again,7.4 (154k),"Drama , Comedy , Romance , Music & Musical ",1h 44min,R,John Carney 
186,The Ritual,6.3 (94k),"Mystery & Thriller , Horror ",1h 34min,R,David Bruckner 
187,Chickenhare and the Hamster of Darkness,6.4,"Kids & Family , Romance , Animation , Comedy , Fantasy ",1h 31min,NULL,Ben Stassen 
188,Freaks,6.7 (34k),"Drama , Mystery & Thriller , Science-Fiction ",1h 45min,R,Adam B. Stein 
189,U.S. Marshals,6.5 (104k),"Mystery & Thriller , Action & Adventure , Crime ",2h 6min,PG-13,Stuart Baird 
190,42,7.5 (94k),"Drama , Sport ",2h 8min,PG-13,Brian Helgeland 
191,Olympus Has Fallen,6.5 (273k),"Mystery & Thriller , Action & Adventure , Drama ",1h 59min,R,Antoine Fuqua 
192,The Ballad of Buster Scruggs,7.3 (142k),"Comedy , Drama , Western , Romance ",2h 12min,R,Joel Coen 
193,Without a Paddle,5.8 (47k),"Mystery & Thriller , Comedy ",1h 35min,PG-13,Steven Brill 
194,A Silent Voice: The Movie,8.1 (76k),"Animation , Drama , Kids & Family , Romance ",2h 10min,PG-13,Naoko Yamada 
195,"Hail, Caesar!",6.3 (133k),"Comedy , Drama , Music & Musical ",1h 46min,PG-13,Joel Coen 
196,Toscana,5.7 (4k),"Comedy , Drama , Romance ",1h 30min,NULL,Mehdi Avaz 
197,The Outpost,6.8 (32k),"Drama , History , War & Military , Action & Adventure ",2h 3min,R,Rod Lurie 
198,Project X,6.6 (206k),Comedy ,1h 28min,R,Nima Nourizadeh 
199,Beerfest,6.2 (68k),Comedy ,1h 50min,R,Jay Chandrasekhar 
200,The Book of Eli,6.8 (313k),"Action & Adventure , Mystery & Thriller , Drama , Made in Europe ",1h 58min,R,Allen Hughes 
201,The Giver,6.4 (118k),"Science-Fiction , Romance , Mystery & Thriller , Drama ",1h 37min,PG-13,Phillip Noyce 
202,I Care a Lot,6.3 (129k),"Mystery & Thriller , Comedy , Crime , Drama ",1h 58min,R,J Blakeson 
203,Tully,7.0 (57k),"Drama , Comedy ",1h 36min,R,Jason Reitman 
204,In the Line of Fire,7.2 (102k),"Mystery & Thriller , Action & Adventure , Crime , Drama ",2h 8min,R,Wolfgang Petersen 
205,The Takedown,5.7 (5k),"Comedy , Crime , Drama , Action & Adventure ",1h 59min,NULL,Louis Leterrier 
206,The Guilty,6.3 (115k),"Mystery & Thriller , Drama , Action & Adventure , Crime ",1h 31min,R,Antoine Fuqua 
207,Harold & Kumar Go to White Castle,7.0 (194k),Comedy ,1h 28min,R,Danny Leiner 
208,Edge of Seventeen,6.8 (6k),"Romance , Comedy , Drama ",1h 44min,R,David Moreton 
209,The Edge of Seventeen,7.3 (123k),"Comedy , Drama ",1h 44min,R,Kelly Fremon Craig 
210,Rambo: Last Blood,6.1 (96k),"Mystery & Thriller , Western , Action & Adventure , Crime ",1h 41min,R,Adrian Grünberg 
211,Against the Ice,6.5 (19k),"Drama , History ",1h 42min,NULL,Peter Flinth 
212,Coming Home in the Dark,5.7 (4k),"Mystery & Thriller , Crime , Horror ",1h 33min,NULL,James Ashcroft 
213,"10,000 BC",5.1 (130k),"Fantasy , Mystery & Thriller , Action & Adventure , Drama , History ",1h 49min,PG-13,Roland Emmerich 
214,Bubble,6.4 (4k),"Science-Fiction , Romance , Sport , Mystery & Thriller , Animation , Action & Adventure , Drama , Fantasy ",1h 41min,PG,Tetsuro Araki 
215,"Yes, God, Yes",6.1 (14k),"Drama , Comedy ",1h 18min,R,Karen Maine 
216,The Weekend Away,5.6 (21k),"Mystery & Thriller , Crime , Drama ",1h 30min,NULL,Kim Farrant 
217,Road Trip,6.5 (168k),Comedy ,1h 33min,R,Todd Phillips 
218,The Cat in the Hat,4.0 (82k),"Fantasy , Comedy , Kids & Family ",1h 22min,PG,Bo Welch 
219,Bigbug,5.4 (7k),"Science-Fiction , Fantasy , Comedy ",1h 51min,R,Jean-Pierre Jeunet 
220,Awakenings,7.8 (138k),"Drama , Made in Europe ",2h 1min,PG-13,Penny Marshall 
221,Mr. Bean's Holiday,6.4 (124k),"Comedy , Kids & Family , Made in Europe ",1h 30min,G,Steve Bendelack 
222,21 Bridges,6.6 (64k),"Drama , Mystery & Thriller , Crime , Action & Adventure ",1h 39min,R,Brian Kirk 
223,How Do You Know,5.4 (50k),"Romance , Comedy , Drama ",2h 1min,PG-13,James L. Brooks 
224,The Trip,6.9 (20k),"Action & Adventure , Mystery & Thriller , Horror , Comedy ",1h 54min,NULL,Tommy Wirkola 
225,Ghostland,6.4 (31k),"Mystery & Thriller , Horror , Drama , Made in Europe ",1h 31min,R,Pascal Laugier 
226,St. Vincent,7.2 (102k),"Comedy , Drama ",1h 43min,PG-13,Theodore Melfi 
227,Black Crab,5.6 (18k),"Science-Fiction , Mystery & Thriller , War & Military , Action & Adventure , Drama ",1h 54min,NULL,Adam Berg 
228,Mr. Right,6.3 (55k),"Crime , Comedy , Action & Adventure , Romance ",1h 35min,R,Paco Cabezas 
229,Seven Years in Tibet,7.1 (142k),"Drama , History , War & Military ",2h 19min,PG-13,Jean-Jacques Annaud 
230,London Has Fallen,5.9 (156k),"Mystery & Thriller , Crime , Drama , Action & Adventure ",1h 39min,R,Babak Najafi 
231,Heist,6.5 (36k),"Mystery & Thriller , Drama , Action & Adventure , Crime , Made in Europe ",1h 47min,R,Piotr Starzak 
232,Borrego,5.4 (2k),Mystery & Thriller ,1h 42min,R,Jesse Harris 
233,Philomena,7.6 (99k),"Drama , Comedy , Made in Europe ",1h 37min,PG-13,Stephen Frears 
234,The Hand of God,7.4 (30k),Drama ,2h 10min,R,Paolo Sorrentino 
235,Dark Skies,6.3 (75k),"Mystery & Thriller , Horror , Science-Fiction , Documentary ",1h 37min,PG-13,Scott Stewart 
236,Gunpowder Milkshake,6.0 (42k),"Action & Adventure , Mystery & Thriller , Crime ",1h 54min,R,Navot Papushado 
237,Rise of the Guardians,7.2 (172k),"Fantasy , Action & Adventure , Comedy , Mystery & Thriller , Drama , Kids & Family , Science-Fiction , Animation , Made in Europe ",1h 30min,PG,Peter Ramsey 
238,We Are Marshall,7.0 (60k),"Drama , Sport ",2h 4min,PG,McG 
239,I Am Not Your Negro,7.9 (21k),"Documentary , History , Made in Europe ",1h 33min,R,Raoul Peck 
240,Enola Holmes,6.6 (160k),"Crime , Drama , Action & Adventure ",2h 3min,PG-13,Harry Bradbeer 
241,Along for the Ride,6.1 (4k),"Drama , Romance ",1h 46min,NULL,Sofia Alvarez 
242,Eurovision Song Contest: The Story of Fire Saga,6.5 (91k),"Comedy , Music & Musical ",2h 1min,PG-13,David Dobkin 
243,The Golden Compass,6.1 (187k),"Fantasy , Kids & Family ",1h 53min,PG-13,Chris Weitz 
